aw_release;category;area;topic;feature
06. Jan;Deliver;Analytics;Classification;Update released classification definition objects
06. Jan;Deliver;Analytics;Search and Analytics - Reporting and Analytics;Dashboard reports for structures and related content
06. Jan;Deliver;Analytics;Search and Analytics - Search;Search content inside zip files directly from Active Workspace
06. Jan;Deliver;Materials;Integrated Material Management;Leverage Materials Management capabilities on Active Workspace
06. Jan;Deliver;Service;Service Engineering;Create lot
06. Jan;Deliver;Service;Service Engineering;Preserve quantity in service structure
06. Jan;Deliver;Service;Service Engineering;Pack and unpack neutral structure independently from service structure
06. Jan;Deliver;Service;Service Engineering;Rebase part alignment more easily with additional attributes and values
06. Jan;Develop;Electronics;Design Management;Device effectivity configuration management
06. Jan;Develop;Simulation;Simulation Process Management;Physical test results management and Simcenter Testlab integration
06. Jan;Develop;Simulation;Simulation Process Management;Simcenter System Architect Parameter Management and Execute Analysis in Batch
06. Jan;Develop;Simulation;Simulation Process Management;Simcenter System Simulation Client for Git workflow enhancements
06. Jan;Develop;Simulation;Simulation Process Management;Simcenter System Architect Miscellaneous Usability Improvements
06. Jan;Develop;Visualization;Visualization - Usability;Visualize worksets in Active Workspace and Teamcenter Visualization
06. Jan;Develop;Visualization;Visualization - Usability;See viewer update in real-time during Smart Discovery filtering operations
06. Jan;Develop;Visualization;Visualization - Usability;Loading structure faster into both Active Workspace and Teamcenter Visualization
06. Jan;Develop;Visualization;Visualization - Usability;Just-in-time data loading for Server-Side Rendering
06. Jan;Develop;Visualization;Visualization - Usability;Load and interact with data more quickly using Client-Side Rendering
06. Jan;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Auto resolve Item-ID collisions during supplier data exchange
06. Jan;Foundation;Industry Solutions;Teamcenter X Industry Solution;Introducing PLM for Component Manufacturers on Teamcenter X
06. Jan;Foundation;Industry Solutions;Teamcenter X Industry Solution;Medical Devices Labeling Solution
06. Jan;Foundation;Industry Solutions;Teamcenter X Industry Solution;ECAD integrations, improvements to workflows and streamlined user experience on Teamcenter X
06. Jan;Plan;Bill of Materials;Design BOM Alignment;Automation enhancements on Design BOM alignment coordinated authoring and updates
06. Jan;Plan;Bill of Materials;Design BOM Alignment;Management of mechanical, electrical, electronics and software parts in Engineering Bill of Material
06. Jan;Plan;Bill of Materials;Design BOM Alignment;EBOM integration with material, supplier, partner connect and change management
06. Jan;Plan;Bill of Materials;Design BOM Alignment;EBOM maturity management and engineering change package validation execution
06. Jan;Plan;Bill of Materials;Partitions;Specify primary partitions, Find within partitions, and Duplicate partitions within structure
06. Jan;Plan;Bill of Materials;Smart Discovery;Manage multiple work contexts with a Workset
06. Jan;Plan;Bill of Materials;Structure Management;Configuration and custom hooks and multi-level update of solution variants
06. Jan;Plan;Configuration;Product Configuration;Product Configurator usability improvements
06. Jan;Plan;Process;Change Management;Track Engineering and Assembly BOM effectivity cutbacks with BOM redlines and in Change summary
06. Jan;Plan;Process;Schedule Manager;Notification and subscription support for schedule and schedule task events in Active Workspace
06. Jan;Plan;Process;Schedule Manager;View two baselines of a Schedule on Gantt
06. Jan;Plan;Requirements;Requirements Management;Traceability matrix usability improvements
06. Jan;Plan;Systems;MBSE - System Verification and Model Management;Improve import/export performance of large sized model (>10000 elements)
06. Feb;Deliver;Analytics;Classification;Import classification hierarchy and class definitions directly in Active Workspace for Basic Classification
06. Feb;Deliver;Analytics;Classification;Classify the objects right within your application context
06. Feb;Deliver;Analytics;Classification;Add classified objects without losing your application context
06. Feb;Deliver;Analytics;Search and Analytics - Reporting and Analytics;Easily add, modify, and arrange your reports on your Dashboard
06. Feb;Deliver;Analytics;Search and Analytics - Search;Search and discover data indexed from external applications
06. Feb;Deliver;Analytics;Search and Analytics - Search;Search NX part attributes, PMI notes and labels from Active Workspace with keyword search
06. Feb;Deliver;Analytics;Search and Analytics - Search;Configure Active Workspace to display count of inaccessible search results
06. Feb;Deliver;Analytics;Search and Analytics - Search;Number of advanced search  results returned by is displayed as a useful summary
06. Feb;Deliver;Analytics;Search and Analytics - Search;Configure queries displayed for advanced search
06. Feb;Deliver;Analytics;Search and Analytics - Search;Select multiple filters to apply on search results
06. Feb;Deliver;Analytics;Search and Analytics - Search;New indexer flow to independently build search suggestions
06. Feb;Deliver;Sustainability;Environmental Compliance and Product Sustainability;Maintain compliance with global regulations and compliance portals such as the International Material Data System (IMDS)
06. Feb;Develop;Documents;Document Management;Print markup for temporary summary of markup
06. Feb;Develop;Documents;Document Management;Create a public markup disposition report
06. Feb;Develop;Documents;Document Management;Create a private markup disposition report
06. Feb;Develop;Documents;Document Management;Capture disposition report in context of the document revision
06. Feb;Develop;Documents;Document Management;Launch Adobe Acrobat from Active Workspace
06. Feb;Develop;Simulation;Simulation Process Management;End to end workflows and automation for physical test results management
06. Feb;Develop;Simulation;Simulation Process Management;Improved HEEDS integration including seamless Parameter Consumption
06. Feb;Develop;Visualization;Visualization - Client Side Rendering;Enhancements to visual navigation and exploration
06. Feb;Develop;Visualization;Visualization - Client Side Rendering;Control of data visibility when starting 3D structure visualization
06. Feb;Develop;Visualization;Visualization - Client Side Rendering;Tree-Graphics Selection Performance Improvements
06. Feb;Develop;Visualization;Visualization - Deployability & Infrastructure;Gather Diagnostic Information to support Active Workspace Reporting
06. Feb;Develop;Visualization;Visualization - BOM Integration;More speed and better usability connecting Active Workspace to Lifecycle Visualization using the updated Info Browser
06. Feb;Develop;Visualization;Visualization - BOM Integration;Load pages of product structure in parallel for faster load performance with 3D visualization
06. Feb;Develop;Visualization;Visualization - BOM Integration;Visualize worksets in Active Workspace and Teamcenter Visualization
06. Feb;Foundation;Deployability;Platform - Security - Authorization;Access Manager in Active Workspace
06. Feb;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Leverage React Developer Tools to properly debug your application
06. Feb;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;High performing, reactive, reusable, and composable component client framework
06. Feb;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Audit tools uses ESLint to display warnings, errors, and suggestions directly in VS Code
06. Feb;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;XRT Editor updated to use Monaco editor, the same editor used in VSCode
06. Feb;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Reuse the same table configuration for multiple table instances
06. Feb;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Updated Action Builder to allow editing the source code for the action’s view model
06. Feb;Foundation;Industry Solutions;Industries - Med Devices;Unique Device Identifier (UDI) management for the European Union
06. Feb;Foundation;Industry Solutions;Industries - PLM for Component Manufacturers;Manufacturing planning and change management for component manufacturers
06. Feb;Foundation;Industry Solutions;Industries - PLM for Component Manufacturers;Execute engineering change processes within PLM for Component Manufacturers
06. Feb;Foundation;Industry Solutions;Industries - PLM for Component Manufacturers;Customer collaboration for component manufacturers
06. Feb;Foundation;Industry Solutions;Industries - PLM for Component Manufacturers;Streamline the engineering release process by submitting multiple items at once
06. Feb;Foundation;Industry Solutions;Industries - Semiconductor Lifecycle Management;Introducing Semiconductor Lifecycle Management
06. Feb;Foundation;Industry Solutions;Industries - Semiconductor Lifecycle Management;Accelerate NPI with pre-defined semiconductor project management templates and characteristics
06. Feb;Foundation;Industry Solutions;Industries - Semiconductor Lifecycle Management;Manage chip design artifacts along with wafer process technology using semiconductor site qualification processes​
06. Feb;Foundation;Industry Solutions;Industries - Semiconductor Lifecycle Management;Leverage Teamcenter Manufacturing for planning front-end and back-end semiconductor manufacturing
06. Feb;Foundation;Industry Solutions;Industries - Semiconductor Lifecycle Management;Ensure end-to-end traceability from product inception to chip manufacture with a digital thread for semiconductor devices​
06. Feb;Foundation;Usability;Platform - Active Workspace Framework - Usability;Page load skeletons and improved selection styling 
06. Feb;Foundation;Usability;Platform - Active Workspace Framework - Usability;High performing, reactive, reusable, and composable component client framework
06. Feb;Foundation;Usability;Platform - Active Workspace Framework - Usability;A movable and resizable alternative for standard command panels
06. Feb;Foundation;Usability;Platform - Active Workspace Framework - Usability;Improved usability and productivity of dropdowns
06. Feb;Foundation;Usability;Platform - Active Workspace Framework - Usability;Exposed Performance Monitor 
06. Feb;Foundation;Usability;Platform - Active Workspace Framework - Usability;Increased coverage for logging and performing more commands 
06. Feb;Foundation;Usability;Platform - Active Workspace Framework - Usability;A new full-screen component enables any component to be taken to full screen
06. Feb;Foundation;Usability;Platform - Active Workspace Framework - Usability;Now possible to visually distinguish selections
06. Feb;Plan;Bill of Materials;Color BOM;Use a generic or less finish part to serve as the engineering template for colored parts and material specifications
06. Feb;Plan;Bill of Materials;Color BOM;Manage valid color combination definitions based on color variability scope
06. Feb;Plan;Bill of Materials;Color BOM;Automate the explosion of generic parts to color parts based on color rules
06. Feb;Plan;Bill of Materials;Design BOM Alignment;Migration utilities for from Multi Structure Manager alignment to Design BOM alignment 
06. Feb;Plan;Bill of Materials;Design BOM Alignment;Author and manage coordinated evolution of a single EBOM of a product with multi domain  commercial parts using Design BOM Alignment
06. Feb;Plan;Bill of Materials;Design BOM Alignment;Control evolution of impacted Parts while performing automated EBOM updates from modified Designs through a configurable system preference
06. Feb;Plan;Bill of Materials;Design BOM Alignment;Control automated generation of summarized EBOM with quantity and alignment from Design Occurrences under organizational nodes
06. Feb;Plan;Bill of Materials;Design BOM Alignment;Leverage the power of Workset for collaborative EBOM with aligned Design for visual engineering analysis
06. Feb;Plan;Bill of Materials;Design BOM Alignment;Navigate and view the EBOM home page with relevant EBOM data and collaboration data dashboards tailored for a product release engineering role
06. Feb;Plan;Bill of Materials;Design BOM Alignment;Leverage out-of-the-box EBOM tree views based on column configurations of EBOM properties for EBOM authoring and configuration
06. Feb;Plan;Bill of Materials;Design BOM Alignment;Create Part and Part Usages with a simplified dialog for improved authoring experience
06. Feb;Plan;Bill of Materials;Smart Discovery;Work on your multi-structure workset seamlessly across applications such as Teamcenter Visualization
06. Feb;Plan;Bill of Materials;Smart Discovery;Capture visualization assets like measurements, markups, sections, and camera orientations created for your workset with snapshots and sessions
06. Feb;Plan;Bill of Materials;Smart Discovery;Change the configuration or filtering settings and then choose when those get applied to the tree and 3D visualization
06. Feb;Plan;Bill of Materials;Smart Discovery;Interactively control whether you Include the children of an assembly or not
06. Feb;Plan;Bill of Materials;Smart Discovery;Overlay Partition Schemes on structure under a multi-structure workset
06. Feb;Plan;Bill of Materials;Smart Discovery;Smart Discovery Index Item/Revisions replicated to your local site
06. Feb;Plan;Bill of Materials;Smart Discovery;Property values no longer in your structure are removed from you Filter choices
06. Feb;Plan;Bill of Materials;Smart Discovery;Perform access check on Item Revision property values
06. Feb;Plan;Bill of Materials;Structure Management;Import additional information with your structure
06. Feb;Plan;Bill of Materials;Structure Management;Import structures for item types that use multi-field keys
06. Feb;Plan;Bill of Materials;Structure Management;View connections and item elements in the structure and in the 3D viewer
06. Feb;Plan;Bill of Materials;Structure Management;View information about assembly (BVR) object in Active Workspace
06. Feb;Plan;Bill of Materials;Structure Management;Quickly understand in which products a particular item is used
06. Feb;Plan;Bill of Materials;Structure Management;More easily initiate a structure compare, with a ‘Compare Structures’ command
06. Feb;Plan;Bill of Materials;Structure Management;Scroll through large structures without delays for loading properties
06. Feb;Plan;Bill of Materials;Structure Management;End Item text has been removed from the header
06. Feb;Plan;Bill of Materials;Structure Management;Manage targets and create a mass rollup report of content organized by Partitions
06. Feb;Plan;Configuration;Product Configuration;Author variability in dictionary and configurator contexts in Active Workspace
06. Feb;Plan;Configuration;Product Configuration;Create and edit Configurator constraints in Active Workspace
06. Feb;Plan;Configuration;Product Configuration;Variant Condition Editor improvements
06. Feb;Plan;Configuration;Product Configuration;Change out of the box Configurator settings
06. Feb;Plan;Configuration;Product Configuration;Before creating a numeric Feature, copy NAME attribute into ID
06. Feb;Plan;Process;Change Management;Track the impacted items relationships with solutions items using replacement groups within a change summary
06. Feb;Plan;Process;Change Management;View evolution of a part or an assembly over multiple changes using Genealogy
06. Feb;Plan;Process;Change Management;Propagate relations from a change object to a schedule task for detailed implementation
06. Feb;Plan;Process;Change Management;Rapidly merge unincorporated changes to the existing designs
06. Feb;Plan;Process;Change Management;Select a workflow template during a change creation or derivation
06. Feb;Plan;Process;Change Management;Easy Change creation using the changes toolbar
06. Feb;Plan;Process;Change Management;Open the change once it has been created
06. Feb;Plan;Process;Change Management;Add participants during a change creation or derivation
06. Feb;Plan;Process;Change Management;Easily discover the frequently used commands while working on a change
06. Feb;Plan;Process;Change Management;Search and open a change from the Active Change list
06. Feb;Plan;Process;Change Management;Set the newly-created change notice as the active change
06. Feb;Plan;Process;Program Planning;View all programs, events and program deliverables dashboard
06. Feb;Plan;Process;Program Planning;All Programs Summary reports at My Dashboard tab
06. Feb;Plan;Process;Schedule Manager;View and modify schedule base calendars
06. Feb;Plan;Process;Schedule Manager;Create and manage user calendars
06. Feb;Plan;Process;Schedule Manager;Manage schedule specific calendars
06. Feb;Plan;Process;Schedule Manager;Trigger a schedule task without a workflow
06. Feb;Plan;Process;Schedule Manager;Zoom using control plus mouse scroll on Gantt and Timeline
06. Feb;Plan;Process;Schedule Manager;Drag the work complete bar within Gantt task
06. Feb;Plan;Process;Workflow;Allowing users to configure the way tasks are displayed provides a quick, clear understanding of the tasks in a workflow
06. Feb;Plan;Process;Workflow;Support for a new participant type in access manager rules provides for quick access to workflow participant types
06. Feb;Plan;Requirements;Requirements Management;Tailorable requirement specification reports
06. Feb;Plan;Requirements;Requirements Management;Requirement modifications during Word round-trip
06. Feb;Plan;Requirements;Requirements Management;Build new specification from existing requirements
06. Feb;Plan;Systems;MBSE - Global Attribute and Parameter Management;Optimize parameter exchange for concept simulation
06. Feb;Plan;Systems;MBSE - Global Attribute and Parameter Management;Definition-less user experience
06. Feb;Plan;Systems;MBSE - Global Attribute and Parameter Management;Less Steps to Create Definition-less Parameters
06. Feb;Plan;Systems;MBSE - Global Attribute and Parameter Management;Map parameters from MBSE to Simulation
06. Feb;Plan;Systems;MBSE - Global Attribute and Parameter Management;Less Steps to Create Definition-based Parameters
06. Feb;Plan;Systems;MBSE - Global Attribute and Parameter Management;Less Steps to Edit Parameters
06. Feb;Plan;Systems;MBSE - System Verification and Model Management;Navigate architecture interfaces to identify impacts
06. Feb;Plan;Systems;MBSE - System Verification and Model Management;Manage system interfaces in Teamcenter as part of the normalized multi-domain system architecture information model
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Streamline process for multi-disciplinary analyses and optimization (MDAO) simulation
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Provide design analysis and validation with simulation
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Enable View and Edit
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Test and Verification Request updates for MDO parameters
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Define Objectives for Optimization Analysis
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Verification Overview Tab supports Active Workspace primary/secondary operations
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Launch to Test Devices and Instruments
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Display best value and evaluation results
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Multiple Configuration points for Admins and Users
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Search & add existing model and analysis
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Create, Update, Modify, Execute MDO Analysis
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Map parameters from MBSE to Simulation
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Publish and synchronize parameter values
06. Feb;Plan;Systems;MBSE - Verification Planning and Execution;Test Result tab supports each test object in tree view, with quick parameter cross-probing
06. Mrz;Deliver;Analytics;Classification;View classification admin data
06. Mrz;Deliver;Analytics;Classification;Support Administrative use cases in Basic Classification
06. Mrz;Deliver;Analytics;Search and Analytics - Reporting and Analytics;View the layout of the report as you are building it
06. Mrz;Deliver;Analytics;Search and Analytics - Reporting and Analytics;Share your report with only the people that will need it
06. Mrz;Deliver;Analytics;Search and Analytics - Search;Search and discover data from embedded text in image format files
06. Mrz;Deliver;Analytics;Search and Analytics - Search;Organize filters in groups
06. Mrz;Deliver;Analytics;Search and Analytics - Search;View and edit saved searches from a single location for improved ease of use
06. Mrz;Deliver;Analytics;Search and Analytics - Search;Conveniently access common search functions from a streamlined, consolidated search box
06. Mrz;Deliver;Materials;Integrated Material Management;Quickly find materials with specific substance compositions
06. Mrz;Deliver;Materials;Integrated Material Management;Quickly understand the differences in key material properties by comparing them graphically
06. Mrz;Deliver;Quality;Control & Inspection Planning;Improved usability and ballooning functionality based on 2D/3D PMI’s
06. Mrz;Deliver;Quality;Control & Inspection Planning;Several improvements for Control plan enhanced content and document usage
06. Mrz;Deliver;Quality;Failure Mode and Effects Analysis (FMEA);A risk matrix provides a helpful visual overview of the Criticalities (S= severity, C= occurrence , D= detection) across the FMEA.
06. Mrz;Deliver;Quality;Failure Mode and Effects Analysis (FMEA);Linkage of different FMEAs to connect design and process or to build a component structure
06. Mrz;Deliver;Quality;Failure Mode and Effects Analysis (FMEA);Advanced working functionality for form sheet to save time
06. Mrz;Deliver;Quality;Failure Mode and Effects Analysis (FMEA);Improved usability for net view plus additional functionality to save layouts
06. Mrz;Deliver;Quality;Quality Action Management;Keep all your relevant information in the quality management workspace
06. Mrz;Deliver;Quality;Quality Project Management (APQP);Use enhanced quality master data and functionalities for quality checklist
06. Mrz;Deliver;Quality;Quality Project Management (APQP);Improved capabilities to manage quality projects such as APQP or Supplier PPAP projects
06. Mrz;Deliver;Quality;Problem Solving;Defect creation based on Problem Description Markups
06. Mrz;Deliver;Quality;Problem Solving;Enhancements in Root Cause Analysis RCA for Ishikawa and 5 Why methods
06. Mrz;Deliver;Quality;Problem Solving;Closing the loop with the impacted item evaluation by showing all connected items
06. Mrz;Deliver;Quality;Problem Solving;Root Cause Analysis Browser 
06. Mrz;Deliver;Service;Service Engineering;Define Characteristics and Lot on part
06. Mrz;Deliver;Service;Service Engineering;Identify parts that are life limited based on Manufacturing date and Installation date
06. Mrz;Deliver;Service;Service Engineering;View the impact of multi-BOM changes on both the source BOM and service BOM
06. Mrz;Deliver;Service;Service Engineering;Pack and Unpack child parts under an assembly and sub-assembly
06. Mrz;Deliver;Service;Service Engineering;Using the Skip Part property on the part logistic form makes it easier to work the manufacturing BOM to generate physical structures
06. Mrz;Deliver;Service;Service Engineering;Configure and visualize the product structure for both the source BOM and Service BOM
06. Mrz;Deliver;Service;Service Engineering;Create Relationship between Service Requirements to identify the need of Requires and Satisfies capability 
06. Mrz;Deliver;Service;Service Engineering;Add attachments to Service Requirement and Work cards based on the relation type
06. Mrz;Deliver;Service;Service Engineering;Reorder activities into the proper execution order
06. Mrz;Deliver;Service;Service Engineering;Add skills to the service plan to define roles required to complete the assigned tasks
06. Mrz;Deliver;Service;Service Engineering;Synchronize viewing of parts with service requirements
06. Mrz;Deliver;Service;Service Engineering;View supporting documents attached to Work cards and activities
06. Mrz;Deliver;Service;Service Engineering;Configure notifications for parts to track when they are approaching end-of-life
06. Mrz;Deliver;Service;Service Engineering;Generate Multiple Physical Parts at once by reducing repetitive actions 
06. Mrz;Deliver;Service;Service Engineering;Control generation of As-Maintained structure when occurrence-based PLF forms are present 
06. Mrz;Deliver;Service;Service Engineering;Install multiple lot parts with a single service event
06. Mrz;Deliver;Service;Service Engineering;Quickly and visually identify when an asset has an open discrepancy within the physical structure
06. Mrz;Deliver;Service;Service Engineering;Insert part movements on a historical date for missing entries
06. Mrz;Deliver;Service;Service Engineering;Adding Comments on Service Events gives Technician ability to capture details
06. Mrz;Deliver;Service;Service Engineering;Recording activity entry value on earlier date helps to maintain correct utilization of an asset
06. Mrz;Deliver;Service;Service Engineering;Provide date & time as input when rebasing the physical structure
06. Mrz;Develop;Simulation;Simulation Process Management;Automatically Update CAE 3D Model BOM based off differences to Product BOM
06. Mrz;Develop;Simulation;Simulation Process Management;Enhanced HPC Configuration Options
06. Mrz;Develop;Simulation;Simulation Process Management;New launch method – tool launch in connected mode
06. Mrz;Develop;Simulation;Simulation Process Management;Newly created objects can now be saved to user-defined folders
06. Mrz;Develop;Simulation;Simulation Process Management;Computer Aided Engineering (CAE) datasets now support all file extensions
06. Mrz;Develop;Simulation;Simulation Process Management;Updated how VR renders within Analyst and Physical Test workspace
06. Mrz;Develop;Simulation;Simulation Process Management;CAE objects’ Simulation tab is now integrated into the Overview tab
06. Mrz;Develop;Simulation;Simulation Process Management;CAE out-of-date status is now enabled on CAE 3D Geometry and Physical Test Result objects
06. Mrz;Develop;Simulation;Simulation Process Management;Integration with Simcenter HEEDS Connect
06. Mrz;Develop;Simulation;Simulation Process Management;Map Program Level Parameters to System Simulation
06. Mrz;Develop;Simulation;Simulation Process Management;GIT based publish of Gold Copy System Simulation Models
06. Mrz;Develop;Visualization;Visualization - Usability;Interactively reposition parts and assemblies in three different ways, right from your browser 
06. Mrz;Develop;Visualization;Visualization - Usability;The navigation cube and triad have been combined into a single control
06. Mrz;Develop;Visualization;Visualization - Administrative Features;Admins can now enable and disable logging on the Visualization server via the web client without restarting the server
06. Mrz;Develop;Visualization;Visualization - Deployability & Infrastructure;Optimize compute resources when supporting client and server-side rendering users within the same enterprise
06. Mrz;Develop;Visualization;Visualization - Deployability & Infrastructure;Remember the render location and acceleration settings used for previously viewed assemblies
06. Mrz;Develop;Visualization;Visualization - Deployability & Infrastructure;Detect whether WebGL is supported and ask user to switch render location to server if necessary
06. Mrz;Develop;Visualization;Visualization - Deployability & Infrastructure;Monitor memory usage and suggest changing render locations when necessary
06. Mrz;Develop;Visualization;Visualization - Deployability & Infrastructure;Reserve slots on more expensive SSR servers for SSR users unless all CSR capacity is consumed
06. Mrz;Develop;Visualization;Visualization - Deployability & Infrastructure;Use Render Acceleration to support larger model sizes with client-side rendering
06. Mrz;Develop;Visualization;Visualization - Deployability & Infrastructure;Startup and interactive feature performance of 3D browser visualization keeps improving over time
06. Mrz;Develop;Visualization;Visualization - Usability;Using Drag, Manipulate, and Align to position parts inside of the web client
06. Mrz;Develop;Visualization;Visualization - Usability;Faster area selection makes selection of many parts fluid and easy, especially when used with explode
06. Mrz;Develop;Visualization;Visualization - Usability;Users can resize and position panels so they occupy screen space that makes sense for the work they are doing
06. Mrz;Develop;Visualization;Visualization - Usability;Pre-highlighting starts up immediately with no wait and edge display loads faster than before
06. Mrz;Develop;Visualization;Visualization - Usability;Progress bar percentage based on more accurate line count immediately
06. Mrz;Develop;Visualization;Visualization - BOM Integration;Launch and manage a synchronized Teamcenter Visualization DMU session from within the web client
06. Mrz;Foundation;Deployability;Platform - Security - Authorization;Add to Users, Groups or Roles to Project with Filters
06. Mrz;Foundation;Deployability;Platform - Security - Authorization;Select multiple projects and add team members from the summary screen
06. Mrz;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Perform roundtrip exchange of CAD drawings
06. Mrz;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Perform roundtrip exchange of non-CAD files, like MS Office documents, PDF, etc.
06. Mrz;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Drag-and-drop dozens of ready-made widgets from the Toolbox into the Canvas, to easily create new components tailored to your needs by leveraging the full power of Active Workspace Client Framework​
06. Mrz;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Configure commonly-used component properties using a property panel.
06. Mrz;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Action Builder now leverages the framework JSON Schemas to retrieve the correct action metadata and render the appropriate editing controls to configure each action
06. Mrz;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;New command placement settings Style (Base, Primary) Show Title (Always, Never) are now supported in Command Builder
06. Mrz;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Some queries have been rewritten to perform much faster
06. Mrz;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;See updates in Panel Builer after saving without having to refresh the browser window
06. Mrz;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Development Mode vs. Production Mode
06. Mrz;Foundation;Industry Solutions;Industries - CPR - CPG;Manage the lifecycle of your brands, ideas, campaigns, programs, etc. using industry specific, best practice workflows
06. Mrz;Foundation;Industry Solutions;Industries - CPR - CPG;Rapidly generate digital assets and manage their lifecycle with best practice workflows
06. Mrz;Foundation;Industry Solutions;Industries - CPR - CPG;Capture a comprehensive SKU definition as a BOM and represent digital assets
06. Mrz;Foundation;Industry Solutions;Industries - CPR - CPG;Enhance your SKU management with the ability to create and manage higher level SKUs in a BOM View
06. Mrz;Foundation;Industry Solutions;Industries - CPR - CPG;Capture a comprehensive SKU definition as a BOM and represent digital assets
06. Mrz;Foundation;Industry Solutions;Industries - CPR - CPG;Enhance your SKU management with the ability to create and manage higher level SKUs in a BOM View
06. Mrz;Foundation;Usability;Platform - Active Workspace Framework - Usability;View and manage multiple named references in a single dataset​
06. Mrz;Foundation;Usability;Platform - Active Workspace Framework - Usability;There are now two separate commands for Save As and for Revise, unlike in previous releases in which Save As or Revise was a single command
06. Mrz;Foundation;Usability;Platform - Active Workspace Framework - Usability;You can now configure a file added to a dataset to be named after its parent’s ID/Revision by default
06. Mrz;Foundation;Usability;Platform - Active Workspace Framework - Usability;Save your personalized settings for a table including text wrap, sort order, and filtering
06. Mrz;Foundation;Usability;Platform - Active Workspace Framework - Usability;Efficiently interact with drop downs to quickly filter and select values
06. Mrz;Foundation;Usability;Platform - Active Workspace Framework - Usability;Differentiate intentionally blank pages from pages in the process of loading
06. Mrz;Foundation;Usability;Platform - Active Workspace Framework - Usability;Active Workspace 6.3 features a new, responsive, and revamped login screen that communicates more effectively and unambiguously the Siemens Xcelerator branding, like many other Siemens products​
06. Mrz;Plan;Bill of Materials;Design BOM Alignment;Simplify the alignment of part data separate from design, with new capabilities for automation as well as tools to make manual updates more efficient
06. Mrz;Plan;Bill of Materials;Design BOM Alignment;View your EBOM with the as-installed position of flexible parts that have multiple design representations, such as hoses, with enhanced automation for alignment
06. Mrz;Plan;Bill of Materials;Design BOM Alignment;Simplify maintenance of your aligned EBOM with multiple designs in the design structure with a single click to align or unalign
06. Mrz;Plan;Bill of Materials;Design BOM Alignment;Clearly understand alignment status of your entire structure without expanding individual line items
06. Mrz;Plan;Bill of Materials;Design BOM Alignment;Simplify navigation in the Alignment User Interface with automatic configuration of design structure based on eBOM
06. Mrz;Plan;Bill of Materials;Design BOM Alignment;Clearly communicate design intent to manufacturing by passing complete positional and composition information from the EBOM to the MBOM or BOP
06. Mrz;Plan;Bill of Materials;Design BOM Alignment;Track the evolution of your products with a new, interactive change summary dashboard for active and closed changes
06. Mrz;Plan;Bill of Materials;Design BOM Alignment;Cancel an in-process change without losing the history​. Cancelled objects and actions are preserved for traceability.
06. Mrz;Plan;Bill of Materials;Design BOM Alignment;Display ECN IN / ECN OUT data on EBOM Part Usages
06. Mrz;Plan;Bill of Materials;Design BOM Alignment;Identify all the usages of a part, including discontinued parts, to clearly understand the impact of change
06. Mrz;Plan;Bill of Materials;Design BOM Alignment;Discontinue Parts and Part Usages with full traceability
06. Mrz;Plan;Bill of Materials;Design BOM Alignment;Show Part Usage with its own distinct icon
06. Mrz;Plan;Bill of Materials;Smart Discovery;Focus on the right EBOM content needed to do your job using aligned design data
06. Mrz;Plan;Bill of Materials;Smart Discovery;Utilize Smart Discovery Filtering in combination with a multi-context Workset in CATIA
06. Mrz;Plan;Bill of Materials;Smart Discovery;Override your Smart Discovery Filtering to see Filtered out content and add any BOMlines back into your Filtering Criteria
06. Mrz;Plan;Bill of Materials;Smart Discovery;Your keyword Global Search for file contents are possible in structures
06. Mrz;Plan;Bill of Materials;Structure Management;Eliminate manual steps required to connect related items by importing related objects along with the assemblies
06. Mrz;Plan;Bill of Materials;Structure Management;Import multiple parts or assemblies in a single action with an end-user-friendly graphical import
